inquiry_id,customer_message,brand_reply
270653,iphone 6 exploded! Hard to get my phone replaced. @115858 @AppleSupport https://t.co/OvKxHAl9aD,@180549 We want to help. Reach us via DM to continue. https://t.co/GDrqU22YpT
2676545,@AppleSupport Why has my mac suddenly started giving me electric shocks 😟,@392404 That's not the type of experience that we'd like for you to have with your Mac. Join us in DM here: https://t.co/GDrqU22YpT
2185170,Anyone else having iPhone problems since update @AppleSupport. turn WiFi off lock screen then unlock &amp; the WiFi is on #batterydrain,@639969 Are you turning Wi-Fi off using Control Center? This article has more information: https://t.co/G7BHuQnDS6
543732,".@AppleSupport My iPhone SE and my friends iPhone 6 running #ios11 keep crashing. Apps wont start or close randomly, losing all progress.","@246304 We'd like to look into this with you. To get started, let us know what exactly happens when the device crashes."
1685090,This update messed up my phone and I’m not buying the new one so fix it!!  @115858,"@512027 We’re available to help. What’s happening with your iPhone? Also, which iOS 11 version are you using?"
1748666,@115858 FIX THIS https://t.co/X8n304Uujf,@527084 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1416898,Why the fuck does @115858’s photo search in our albums on our iPhones have a “brassiere” category....?! This pisses me off,"@449309 That's not the experience we want you to have. Please send us a DM, and we'll take a look into this. https://t.co/GDrqU22YpT"
1958915,"@AppleSupport No it acts like it took the photo but when you go to the pictures, it’s not there.","@581147 Got it. From here, send us a DM letting us know which country you're located in. We'll continue helping out from there. https://t.co/GDrqU22YpT"
1577371,"I️ swear, if one more of those damn question mark box things shows up in one of my messages... fix the glitch, @115858! https://t.co/IQaxbRhPUg",@485867 We'd like to help. Check out this article for assistance: https://t.co/xU1AGHStV6
2141042,@115858 why can’t I️ use the letter between “u” and “o” and my keyboard AFTER the update and AFTER I’ve done the shortcut fix?,"@629610 Did you set the shortcut up as outlined here: https://t.co/xXaXeeSRt9 If so, send us a DM with the exact iOS version."
2910464,@AppleSupport I'm a dumby - thanks for the quick response! Android sucks. &lt;3,@805724 You're welcome.  Were you able to see what version you are running?
825930,"@AppleSupport My phone is always freezing up on me, or calling random numbers, or typing letters/numbers I’m not even touching. It’s irritating😠",@316711 That's certainly not the experience we'd like for you to have. Which iPhone are you experiencing this issue on?
2284112,@115858 y’all need to fix this update before I️ get a android,@663775 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
610285,"@AppleSupport, iOS 11 has caused my 2016 iPad Pro terrible trouble. I can’t connect to home wifi AND it is slow to download and install apps",@265095 Let’s work together to find out what is happening. Reach out to us in DM and we’ll help. https://t.co/GDrqU22YpT
121529,@AppleSupport Message sent,@143056 We got your DM. We will meet with you there.
542358,@115858 how can I stop these  iOS update auto downloads please,@245873 We would love to hear your thoughts. You can leave feedback about that here: https://t.co/eTPVYVFyd8
513681,@AppleSupport That didn’t work. It worked perfectly fine until the last update. Perhaps that’s why the code name for iOS 11 is “Bugs”?,"@192433 Thank you for giving those steps a try. Please send us a DM, and we'll continue to help you resolve the problem with Siri. https://t.co/GDrqU2kzhr"
2078570,Can you please fix this problem? @115858 @AppleSupport #droppedcalls #lag #batterymurderer #iphone7,"@541800 We can sort this out together. To start, DM the version of iOS 11 your iPhone 7 is on, and we’ll go from there. https://t.co/GDrqU22YpT"
2153415,"Hey @AppleSupport I️ would really appreciate it if you can fix my I️ on my texts, emails and messaging. I️ am feeling like it should be fixed....",@632732 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1573090,@AppleSupport why is this happening!! https://t.co/U3s7X5SeXd,@484895 Let's help. Try this out: https://t.co/xXaXefaskH Let us know if that helps correct that issue with autocorrect.
2894736,@AppleSupport Can y’all hurry up &amp; fix this blank box for the I? Shit annoying at this point.,@802219 There's an update out now that fixes this issue. Make sure you have a recent update and update to 11.1.2
146808,Starting to get some of my @149329 @YahooCare emails arriving in native @AppleSupport iOS Mail app on iPhone with “This message has no content”. Usually takes a few refreshes for the content - mostly messages based on HTML images - to appear.,"@149328 Let’s investigate this together. To start, tell us the iOS version your iPhone is on, and we’ll take it from there. This info can be found in Settings &gt; General &gt; About."
2057328,@608458 I have the 8 plus and my shit lags like crazy! Thanks @AppleSupport,"@608457 If you'd like, we can work with you to see what's going on with your iPhone. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT"
928245,Panchodo kutteyo kusreyo bastaaro my battery dies so quickly since the update @115858,"@340239 We're here to help. What device are you using, and what's the exact OS version installed?"
1092485,@AppleSupport  https://t.co/HHaT7zTStf,@377803 Thanks for trying them. Let's continue in DM so we may better assist you. https://t.co/GDrqU2kzhr
1760176,What’s up with the ? in a box? @AppleSupport,@334032 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1632387,"@AppleSupport The app won’t open fully every time i️ try to access it. All i️ see is a black screen, then it just closes back out to my home screen.","@499511 Next step: Let's delete the Music app, reboot the device and re-download the Music app from the App Store. DM any questions. https://t.co/GDrqU22YpT"
2557397,"@AppleSupport This started with the iOS 11 way before got my new iPhone and after updating to ios11. However, I’m running. iOS11.1.1.",@726055 Got it. Would you mind joining us in DM please? We'd like to continue our conversation there and start troubleshooting. https://t.co/GDrqU22YpT
585859,Something is wrong with my phone. I’m on my old phone but my new phone (the X) keep restarting like wtf @115858,"@258314 We definitely want you to be able to use your iPhone X, so we're glad to help.  Please take a look at this article, which details steps to take if your iPhone is restarting: https://t.co/osZOKKTalm"
864089,"@AppleSupport MacBookAir won't turn on. Called support, 2hr __email__ &amp;no appt for 3 days. I'm a teacher, need laptop. What else I can try?",@325208 Thanks for reaching out to us. Please send us a DM and we can chat there. https://t.co/GDrqU22YpT
2297028,Bruh why my camera wont work 🙄😩 @115858 @AppleSupport,"@666855 We'll be happy to help you determine what's going on with your camera. To do so, let us know more about what you're experiencing. Also, which device model do you have and what is the exact iOS version installed? You can check under Settings &gt; General &gt; About."
1981858,"@AppleSupport For ~6 months now, I haven’t been able to use AirPods reliably. The first call works, but then no audio for subsequent calls.",@586638 We can help look into the root cause as to why this is occurring. Send us a DM with your device &amp; iOS version to get started. https://t.co/GDrqU22YpT
2186227,i left my phone charging last night and i wake up to a dead phone 😑 FUCK IPHONES @115858,@640247 We want to assist you get your phone powered back on. Please take a look at the following article it may help: https://t.co/8MvHMFZ83h
2910496,A [?] need @115858 to fix these bugs because I.T makes me look like I started drinking at 4 in the afternoon.,"@805733 We recently released an iOS update, 11.1.2, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
407073,@AppleSupport Looks like I’m having signal/WiFi  problems. Bluetooth turns its self on whenever it wants. And a couple of other things.,@212024 We understand the importance of your Wi-Fi and Bluetooth connection and want to help. Let's continue in DM. https://t.co/GDrqU22YpT
2127306,@AppleSupport my phone is working slowly. How can I do to fix it?,"@291712 Let's take a look at this together!  To begin, what iOS version are you currently on?  When did you first notice this behavior?"
796608,@AppleSupport No I don’t,@309954 Reach out to us via DM and we can take a look at options with you from there. https://t.co/GDrqU22YpT
1509971,Phone already acting up after the update @AppleSupport,"@470473 Fill us in via DM on what you see occurring, then we'll be happy to help out from there. https://t.co/GDrqU22YpT"
2144587,Hey @AppleSupport. This I️ error is a pain in the ass. Update soon?,@630514 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2261502,@AppleSupport my photos are not transferring to my new iPhone 8 Plus . Backed up from iCloud 3 times .,@658439 Has the rest of your data been restored onto your new iPhone? Please let us know in DM to begin. https://t.co/GDrqU22YpT
484407,"@AppleSupport I continue to have issues with iCloud Music Library. If (emphasis on if) it enables on my iPhone, iPad or Mac, it’s because I tried  20 or so consecutive times. Are others having similar issues?",@230265 We're happy to work with you in more detail. Join us in DM with your current location and whether you've been able to sign in on all three devices. https://t.co/GDrqU22YpT
2973449,"@115858 I know I should have an arm band while I run. Mine broke, but I didn’t expect to be burned by my iPhone 7.. 😕🤕 https://t.co/2d5jqoCslD","@820058 Thanks so much for reaching out to us this evening. We understand your concern with this, and we'd like to have you reach out to us in DM using the link below and we'd be happy to continue from there. https://t.co/GDrqU22YpT"
1592003,@115858 fix this shit “I️” shit I can’t send a proper email,@489379 Let's try the steps listed in this article. https://t.co/xU1AGHStV6. Let us know if you need any further help.
400384,@AppleSupport Restart and the speaker works again,"@210680 We're glad ot hear it's working now. If the issue does come up again, please reach back out to us."
1136061,@AppleSupport Your most recent update ruined the communication between my iPhone 7 Plus and my 2014 Kia Optima! Now when I plug my phone it try’s to start Pandora. I have thousands of dollars in iTunes music! Thanks a lot!!! 🤬,@387647 We can certainly look into what's going on. Are you connecting the iPhone to the Optima with a lightning cable or Bluetooth?
1339757,Is something wrong or flawed with your servers @115858? Maps app shows the blank grid. 🤔 #Apple #iOS https://t.co/V7q2iYNksh,@316193 Maps is an important tool. Which device and version of iOS are you using?
701576,@AppleSupport Why the color of application folders appears to me black instead of cloudy? https://t.co/ZiLMmAZpez,"@287479 Thanks for reaching out to us for support. We would love to help you. When you have a free moment, can you please tell us which version of iOS you are currently running?"
1784931,@115858 why does iOS 11.02 allow people to access all my notes from lock screen if I put it in my control centre. Surely existing notes...,@536284 We'd like to hear more about what's happening. DM us about this issue with Notes in the Control Center and we'll go from there. https://t.co/GDrqU22YpT
2081530,Still having battery charge issues @115858 @AppleSupport #sodisappointed,@610095 What is the exact iOS version running on your iPhone? Let's meet back up in DM to continue working towards a solution. https://t.co/GDrqU22YpT
1016913,This new @115858 update got my phone going crazy,@360606 This is not the experience we want you to have. Which iPhone model do you own?
2361699,@AppleSupport ok ok 👍 thank,@681951 You're very welcome. Reach out to us if you ever have a question.
2924657,@AppleSupport 10.3 iPhone 7,"@809266 Thank you for confirming that for us. Could we please have you follow these steps https://t.co/80YRnjDFDk to update to the latest version of iOS? After updating, please let us know if this issue persists and we'll be happy to continue on this with you."
2315957,"@AppleSupport Yo! When I tap on ""Install tonight"" on the software update pop-up on iOS, nothing happens. Can only click ""remind me later""",@596850 We'd be happy to look into what's going on. Are you trying to set it up to install overnight?
603250,@115858 I downloaded the new U2 album from @118721 but I am unable to listen? Please help. https://t.co/0uPUxxQo2N,"@263304 Thanks for reaching out. We'll get you listening to your music as fast as we can. 

What country are you located in? Let us know in DM. https://t.co/GDrqU22YpT"
689384,@AppleSupport Thanks apple that worked @AppleSupport,@284735 Awesome. Feel free to reach out if you have a question or concern in the future. We're here for you. Take care!
208821,"@AppleSupport the loading time of pages on safari is slower in Macos high sierra, Macbook Air 2015",@165415 We're happy to look into this with you. Is this issue only happening in Safari or does it happen in other browsers?
1772865,@115858 @AppleSupport idk if y’all have noticed but everytime we use the letter “I️” it changes it! So fix it or else! https://t.co/W4AEuOvYqo,@532835 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1772563,@AppleSupport Why can’t I️ type the letter I️?,@532751 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
451439,"@AppleSupport No luck, same problem. I’ve tried on both my iPad and iPhone. I’m sending a lot of pictures, 70+, and some of them are very large 24MP images from a camera. All pictures are in iCloud Photo Library. https://t.co/S8QhaMVb5I",@222053 OK. We'd like to take a closer look at this. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
2467691,@applesupport iOS 11.0.3 sometimes removes the clock/date from the home screen. Blank screen when I press power button. What's the deal??,@142811 Thanks for reaching out to us. How often would you say this happens? What do you do to recover from it?
2726042,"@AppleSupport in the last day/two, I cannot open apps anymore. EVERY. Single. App. Freezes and crashes.","@764495 We're happy to help. To start, what version of iOS are you running? Find that in Settings &gt; General &gt; About. Let us know and we'll go from there."
334957,My phone be tripping ever since I updated to iOS 11 😳 @115858,@195825 We're happy to help. Can you give us some details on what's going on? Are you on iOS 11.0.2 or an older version?
2068265,@AppleSupport i upgraded my ios to 11.0.2 but why everything going slow and apps got errors oftenly?,@611630 We'd like to take a closer look at what's going on. Reach out to us via DM with what type of device you're using. https://t.co/GDrqU22YpT
1704627,@AppleSupport,@516688 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1993575,@AppleSupport fix it !,@589990 We'll be glad to look into this with you. Which apps are you experiencing this with? Send your answer in a DM. https://t.co/GDrqU22YpT
2138828,Fix the glitch eye stg @115858,@629055 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
337009,"@196406 @AppleSupport I have the same issue on my new iPhone 8+. WiFi works great for a bit, then just stops. Restarted phone and toggled airplane several times","@196407 We'll help you out! Send us a DM, and we can work with you from there. https://t.co/GDrqU22YpT"
2427416,@AppleSupport I deleted and reinstalled all the apps again and it’s still done the same thing,"@696988 Thank you very much for those details! Please send us a DM, and we'll continue working on this there. https://t.co/GDrqU22YpT"
1828921,"@AppleSupport why my app store isnt working bih these devices are expensive as hell, do what u gotta do",@548865 Let’s team up to get this addressed. Which device are you using? How long has this been happening? Let us know via a DM. https://t.co/GDrqU22YpT
1637803,"Ummmm, why does my “I️” look like this? @AppleSupport",@500880 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2015961,@115858 can you fix the letter I️ pls https://t.co/e9NP7IYTux,@596145 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
2055668,iOS 11 is draining my battery like no other wtf @115858,"@607941 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
2981638,@AppleSupport you have to fix this landscape bug asap🙏,@822362 We'd love to help! Which version of iOS are you updated to? Could you tell us a bit about the trouble you're having?
2833059,@AppleSupport My MacBook Pro Retina Mid 2012 have been having display issues (black screen) after restart and takes like 15mins for the screen to display. I upgraded to macOS High Sierra hoping it will fix this issue but now it won’t even display again. Pls I need support on this.,"@788700 We'd like to assist. Your DM has been received, please keep a look out for our reply there shortly."
522053,@115858 THANKS FOR PUTTING ME ON HOLD FOR 30 MINUTES AND COUNTING.... I HUNG UP SO I’LL FIGURE IT OUT ON MY OWN 😡🤬🖕🏼📱,@240564 Check out this article on how to add or remove your phone number in Messages or FaceTime: https://t.co/R5zxAaOprt DM us if you have any questions. Thanks. https://t.co/GDrqU2kzhr
1573719,@AppleSupport I tried again and now it tries to reboot and then turns off completely,@485040 Do you see anything show up on the screen before it shuts off again?
491421,"@232083 @115858 Darn, now I need to update because all I see if question marks and weird symbols.","@205658 Enjoy the new emojis! And, if you haven't yet, please back up your device and update it to the latest version iOS 11.1.2, which addresses this issue. For more info, check out: https://t.co/xXaXeeSRt9

￼"
1594982,So I’m not the only fucking one @115858 FIX IT BEFORE YOU LOSE CUSTOMERS https://t.co/4S0Hos3yI6,"@490089 Hey there, we're glad to help. Check out this article for help: https://t.co/sDSg942Lx2"
2743075,Excuse me @115858 but where’s the iOS update that a) stops my music cutting off when open a gif and b) lets me go straight to Spotify/AppleMusic from the music control centre widget thingy? Stop making my life difficult,@749422 We'd like to help look into what's happening with your music and Control Center. Send us a DM and let us know if this happens when opening GIFs in Messages or other apps too. https://t.co/GDrqU22YpT
235838,@AppleSupport I think my device back to normal again. Thank you.,"@172175 We're glad to hear it, let us know if you need anything else."
2747270,@AppleSupport Yes and it does this over and over and over again https://t.co/s5lrnA8NLq,@769279 Does restarting help? Can you please DM us? https://t.co/GDrqU22YpT
1247826,My biggest regret rn is updating the software on my phone 🙃 @115858 help,@412766 That's not what we like to hear. We want to help you. What issue(s) are you experiencing?
1291125,@AppleSupport Perfect! Sounds like the 5s may be eligible for a small credit? Is it an Apple Store credit/gift card that I may use? Thanks!!,"@170455 That is correct, they will be able to give you all your options when you go."
2274036,@89529 @115858 I am going to end you for this update please fix it NOW because I am trying to BE CUTE ON THE INTERNET,@661440 We'd be happy to look into this with you. Can you provide us what you're experiencing?
238811,".@AppleSupport Hey! For some reason since installing iOS 11.0.2 whenever I try to answer calls with my headset, it hangs up. Any advice?",@172799 We can assist you. Does this same issue take place on calls when you are not using your headset as well?
1533759,Um @AppleSupport wtf is this? https://t.co/rn5CbJUafP,@475658 We'd like to look into your issue. Send us a DM with your device type and iOS version to get started. https://t.co/GDrqU22YpT
1919559,.@AppleSupport Since updating to 11.0.3 I can only send an MMS by first turning Wi-Fi off. Is this going to be fixed?,"@302117 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
1394067,"@AppleSupport How to keep HDR ON, always in the camera app. It keeps to turn off even with Preserve settings selected.",@328727 That's a great question. Check out this article for information on the HDR feature: https://t.co/ac6jYTuXab
2560445,@AppleSupport I need help unlocking my iCloud,@701009 We'd love to help. Let us know if you've tried the steps provided: https://t.co/HH37urdbz9
584710,@AppleSupport bought a new Watch. Didn’t see backup of the old one in iOS. Unpaired to force a backup. Backup still not there. What now? How can I get my data back?,"@257980 Thanks for reaching out and congratulations on your new Apple Watch. Let’s work together on this situation with your backup. To clarify, you aren’t prompted to restore from a backup during step 4 of the set up process, did we get that right? https://t.co/lrUT3FBnPf"
1752044,"@AppleSupport can you explain to me why I must enter my social security number to verify my account. I own a iPad, not a Rolex. https://t.co/hDadTAfScb",@527846 We never ask for your Social Security number. This is a phishing attempt. Check this out: https://t.co/LNMCdqt6fD
2062952,My MacBook won’t turn on someone kill me pls. @115858,@610108 Let’s team up to get this situation addressed. Could you let us know more details via a DM? We’ll continue from there. https://t.co/GDrqU22YpT
1925242,@AppleSupport after ios 11.0.3 update battery has been draining faster phone nw freezes occasionally and potrait mode lags a lot,@573041 We'd be happy to help maximize your battery life and get things running smoothly. Can you DM us the device model you have? https://t.co/GDrqU22YpT
491466,@AppleSupport what if my critical ops still doesn't work i have updated it,"@232098 Are there any app updates showing after connecting to a Wi-Fi network here: App Store &gt; Updates

Do other game apps have issues?"
1270326,"Desde que actualicé al iOS11 mi iPhone7 va de mal en peor... se bloquea, las apps se cierran y la batería dura 1/2 día @AppleSupport @115858",@417416 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2500910,Hi @115858 the word “in“ is short and commonly used. We shouldn’t be autocorrecting to “I.n”. Just doesn’t make sense ya know?,@713437 Let's look into this for you. Send us a DM with your current iOS version and we can check on a few options for you. https://t.co/GDrqU22YpT
12581,@AppleSupport why does I️ keep showing up as symbols?,@118511 We'd like to see what we can do to assist. What iOS version are you running?
654369,I am getting so sick of mac updates uninstalling things @AppleSupport,@275663 We're here to help. We've received your DM. Be on the lookout for our response there.
123723,@AppleSupport hey! how can I update my iphone using cellular data?,@143664 That's a great question! You can only update your iPhone using Wi-Fi or by using iTunes on a computer. This article explains more: https://t.co/ahjigcvFRG
503628,@AppleSupport The only thing I can see in disk utility is disk0 and under that OS X Base System and every option for them are greyed out. I recently updated my software so wondering is that the problem?,@235361 Let's take a closer look at this together. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT
1415609,Seriously @AppleSupport wtf is this bullshit? Why is my phone sending out weird symbols?,@448976 What exactly are you seeing on your device? DM us your reply and we'll take a look into this with you. https://t.co/GDrqU22YpT
2684312,@AppleSupport Last night,@544947 Thanks. Let's continue this conversation in a DM. https://t.co/GDrqU22YpT
548130,@AppleSupport bought my iPhone 7 in June this year. Woke up today and every 30-60 seconds it’s locking and asking for the passcode? Is it still under warranty and do you know what the issue may be?,"@247544 We're glad you reached out to us so we can help make your iPhone 7 run more smoothly without interruptions. Check out the steps in this support article: https://t.co/osZOKKTalm Be sure to follow those steps, and then let us know if the issue is resolved, please."
1880113,"@AppleSupport it’s been like this for a few days now, i tried restarting my phone already but still nothing https://t.co/AXdycZiQ52","@561132 You're in the right place. Let's make sure we've gone through these steps: https://t.co/jhvYu3nzpA

DM us for more help. https://t.co/GDrqU22YpT"
727910,@18413 @115858 @AppleSupport je comprend rien tout a été supprimé et il s’allume plus super askip c’est le disque dur qui a un défaut de base,@294380 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
722950,@AppleSupport @115858,@293104 We want to make sure you are getting the most out of your battery.  Which exact iOS version are you running now?
429156,@AppleSupport can you guys seriously fix the bugs of this new update. My phone is acting so terrible I don’t even want another apple product,@217056 We can assist you. Please let us know what specific issues you are experiencing and we'll help you further from there.
101289,@AppleSupport Nothing happens. iOS11.1.2. iPhone 7.,"@138172 Thanks for letting us know. Let's have you try to restart the iPhone and then see if that issue persists. This can help: https://t.co/OWRDHWSt4h Let us know how that goes afterward. Also, check out this article about notifications: https://t.co/2txgOv5s2M https://t.co/GDrqU22YpT"
309267,@AppleSupport yes... especially on whatsapp..also when battery goes to 67 percent it just keep restarting it self...,"@189853 We'd like to look into this in greater detail, so let's meet over in Direct Message. https://t.co/GDrqU22YpT"
1967160,@115858 this new update sucks. Who else is having this issue too? Make it stop 🙈😭 #apple #ios11 #fail https://t.co/qacTKsHgsM,@225313 We can see how this would be concerning! Let's work together. Please send us a DM including when you updated to iOS 11.0.3. https://t.co/GDrqU22YpT
2855299,Any idea what’s up with an iPad when it won’t charge?? Not the charger as it’s working on phone. Ipad looks like it’s charging then says ‘not charging’ in the top right where the battery lightening stike usually is!! #apple #ipad @AppleSupport https://t.co/UIUc33q6tP,"@233353 We know how essential it is to be able to charge your device. Please try all steps in the section ""If your device charges slowly or won’t charge"" here: https://t.co/uqxquyfdn0 

Let us know if this helps or not."
1152830,@AppleSupport Already did that and restarted my phone twice. My current location isn’t the problem....,@391271 Send us a DM and we can take a closer look with you. https://t.co/GDrqU22YpT
1335159,"@AppleSupport So... I confirmed for 11/3 delivery, but no confirmation other than the ""Upgrade program taking longer to process"" email... so","@431453 Our Online Sales Support would be best suited to assist you, you can reach them here:   https://t.co/K0222CJgiB"
1962773,"yo @AppleSupport wtf is this. it happens every time i try to type “i”. if i️ don’t correct it, this happens: i️ https://t.co/4QxP9xVYTD","@500337 We're happy to assist. Meet us in DM with the error you're seeing, and we'll work together from there. https://t.co/GDrqU22YpT"
289105,"@AppleSupport Please help. After downgrading from iOS 11.1 Beta to 11.0.2, iPhone storage page is not loading &amp; not syncing in iTunes. TIA. https://t.co/NU7B5s6KdY",@184888 We'd be happy to look into this with you. Reach out to us in DM here: https://t.co/GDrqU22YpT
2558673,@AppleSupport I tried to restore from an iCloud backup but it seems my messages haven’t been backed up as I don’t have an option to chose to back them up,"@726357 Your backup will include nearly all data on your iPhone, except for things already stored in iCloud, or that have been disabled for backups. Did you complete a restore from iCloud, or just look into it? When was your last backup?"
1981289,"@AppleSupport Finally updated my watchOS, now every time I glance at my watch (no matter the face), it’s on Stopwatch?! https://t.co/YH58y6qArR","@586475 Hey, we want to learn some more details on what's going on. DM us the exact watchOS version and we'll work together. https://t.co/GDrqU22YpT"
1658637,Can't close apps from multi tasking pane when on a call on #iphonex  Is that happening with anyone else? @115858 #iphonexbug? @AppleSupport,@506049 We want to help. Send us a DM and tell us what happens when you're closing apps. We'll help. https://t.co/GDrqU22YpT
489722,@AppleSupport My iMac has been ridiculously slow since the sierra update and pretty much unusable😩 help pls,"@231640 We'll do our best to help you get your Mac back up and running smoothly. First, can you tell us when you notice this slowness? Is it while starting up or while using any particular apps? Also, can you tell us the exact macOS version currently installed?"
215785,"@AppleSupport All most all apps, it almost looks like they slow down all the old devices so everybody buy new phones",@167313 Does it show any updates available for the apps in the App Store? DM the answer below. https://t.co/GDrqU22YpT
1466908,"@AppleSupport yes I do, majority of my groups are hidden but of my group chats are not. They are also not iMessage, some have SMS",@460480 Got it. Go ahead and send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT
446517,@AppleSupport anyway to check my battery health?,@220769 We can help out. Are you experiencing battery issues? Let us know in DM. We'll go from there. https://t.co/GDrqU22YpT
2746124,@115858 please fix iOS 11 already. I have an 8 Plus and the performance is just ridiculous,@769022 We want to help. What specifically is going on with your 8 Plus?
2077571,@AppleSupport my iPhone SE headphones are not working correctly one side is louder then the other side. Can my Apple care + cover it?,@614445 We're happy to see what options we have available. Please DM us your current country and we'll go from there. https://t.co/GDrqU22YpT
1643230,@AppleSupport why is it that Photos is always trying to upload the whole library to iCloud? I’ve verified all pics are present in the cloud. https://t.co/2TlBmZPjgl,@347349 Our Photos experts would be able to look into that with you! You can reach them here: https://t.co/IBIY3vMgPj
2696050,@757609 @AppleSupport Sucks major. This is the 3rd time I’ve had to charge my iPhone 6 tonight. Hard to be a fan of products that fail to work as advertised longer than a year or two. Good luck. Thanks for feedback,@757610 Let's see what we can do to take care of this. We'll need to dig in deeper to see what our options are so please join us in DM to do that. https://t.co/GDrqU22YpT
1656156,@applesupport fix this!!!! “I️”,@354611 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1786270,Yo @115858 why did my whole iMusic library disappear with the new update?,@536668 Hey there. We're here for you. DM us and we'd be happy to help with getting your music library back on your device. https://t.co/GDrqU22YpT
587074,@AppleSupport Thanks for the update! All seems to be working ok now with iOS 11.2,@244893 You're most welcome! We're glad to hear it.
2050369,@115858 FIX IOS11 IT KEEPS TURNING MY PHONE OFF. 😡😡😡,@606342 Having a reliable phone is important! Which version of iOS 11 are you running on the iPhone? Let us know in DM to proceed. https://t.co/GDrqU2kzhr
1575062,"Fuck you @AppleSupport 
After 3 attempts I can not get my new ipod to sync or have any of my songs from my laptop on it. Thanks",@485373 We'd like to look into this and get your new iPod working properly. Are you receiving any error messages?
2212793,y r all of my i’s turning into A’s and boxes. @AppleSupport pls help,"@646695 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. DM us for any questions. For more info, check out: https://t.co/ui8ItzqfJO https://t.co/GDrqU2kzhr"
1795090,"If you haven't installed @115858 #ios11...DON'T. Messaging is awful. Battery life is life-less. Worst ""upgrade"" ever.",@539416 We're happy to help with issues you're experiencing since the update. DM us the iOS 11 version currently installed to get started. https://t.co/GDrqU22YpT
240409,Soooooo... they had another update and I updated and it deleted every song I downloaded from Apple Music! Wtf @115858,"@173103 We're happy to see if we can help with this. To start, which device are you experiencing this on?"
2981628,WTF @115858 ? #iOS11 #apple https://t.co/3hlWmp8Jib,@822361 Let’s work together on this behavior. How long has this been happening? Which version of iOS 11 are you using?
1480771,@AppleSupport  hello with ios11 I cant connected with personal hotspot  by using wifi ( its taken along time and it failed ) https://t.co/WubSl8wdBe,"@463831 Understood. Which version of iOS do you have installed, and which iOS device model are you using?"
1365654,@AppleSupport i accidentally deleted facetime what do i do,"@437933 Great question! Go to the App Store, search for FaceTime, and you can re-download it there."
1824515,"Hey @AppleSupport , why can I not do anything about my falsely created family sharing iTunes account through iTunes? I don't own an iPhone.",@547703 We'd like to look into this with you. Could you DM us details on what exactly is going on? We'll conitnue support there. https://t.co/GDrqU22YpT
701567,"Ok @115858 I download the new update, now my battery dies at 20% 🤔",@287475 That’s certainly not expected behavior. Let's look into this together. Are you running iOS 11.1.2? Let us know in DM. https://t.co/GDrqU22YpT
1659182,Hey @AppleSupport are you gonna fix I️ or what?,@506218 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2081620,Is anyone else having issues with their iPhone freezing and acting weird since the most recent update? (11.0.3) @AppleSupport,@615594 Let's work together to get your iPhone running its best. Send us a DM telling us which iPhone you have. https://t.co/GDrqU22YpT
1057989,@AppleSupport I've checked the battery usage and the apps my mom use are the only ones taking up the battery. Nothing abnormal.,@174931 Send us a DM. We will work from there. https://t.co/GDrqU22YpT
2798447,@AppleSupport Still don’t work,@377432 DM us the country you're located in and we'll continue there. https://t.co/GDrqU2kzhr
1734365,If anyone knows the news that ? Is supposed to be the capital letter “i.” @115858 please fix this bug so i can tweet! https://t.co/Vb6c6htDMV,@523737 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
