inquiry_id,customer_message,brand_reply,intent,should_escalate,escalation_reason,drafted_reply,helpfulness,relevance,empathy_tone,rationale
2642606,I put my phone on the charger and it’s dying.. WTF @115858,@745687 We want to help you out. Send us a DM and let us know what iPhone this issue is occurring with. https://t.co/GDrqU22YpT,hardware_issue,True,Physical repair,"We're sorry your iPhone isn't charging properly. Please try a different cable and power adapter to rule out accessory issues. If the problem persists, this may require physical repair. For account-specific help or to schedule service, please send us a DM or visit support.apple.com. We're here to help!",4,5,4,"The candidate reply is highly relevant and helpful, providing specific troubleshooting steps (checking cable/adapter) and a clear path for escalation (DM or support site). It addresses the user's frustration with a professional, empathetic tone. It scores slightly lower on helpfulness (4 instead of 5) because it does not explicitly ask for the specific iPhone model, which was requested in the historical reply and is often necessary for precise support, though the provided steps are still a valid first step."
2584316,@AppleSupport the  battery life on my iPhone X over the last few days seems to be draining faster than my first week. Is there a diagnostic I can do?,@732331 We'd love to help! Which version of iOS 11 are you currently updated to?,hardware_issue,False,None,"Sorry to hear your iPhone X is draining faster. Try these steps: restart your device, check Settings > Battery for heavy apps, and ensure iOS is up to date. If the issue persists, visit Settings > General > About to check your battery health. For personalized diagnostics, please DM us or contact Apple Support.",4,5,5,"The candidate reply is highly relevant and helpful, providing specific, actionable steps (restart, check battery usage, check battery health) that directly address the user's request for diagnostics. It maintains a warm, professional tone. It scores 4 on helpfulness rather than 5 because it suggests 'DM us' which may not be the standard escalation path for a public support channel, and it doesn't explicitly answer the previous agent's question about the iOS version, though it does advise ensuring iOS is up to date."
2279231,"Did anyone else’s Apple CarPlay render useless after updating your iPhone to iOS 11? Hey, @115858 @AppleSupport are you listening?",@662663 We can check it out. Does your car recognize the device? Does iOS 11.1.1 show in Settings &gt; General &gt; About? Please provide this information in DM. https://t.co/GDrqU22YpT,software_bug,False,None,"We're sorry to hear about the CarPlay issues. Please try restarting both your iPhone and car. If that doesn't help, ensure your car's software is up to date. For specific troubleshooting, please DM us your device details so we can assist you further. Thanks for reaching out!",4,5,5,"The candidate reply is highly relevant and addresses the specific issue (CarPlay after iOS 11 update) with standard, safe troubleshooting steps (restart, check car software). It appropriately escalates to DM for specific device details, mirroring the intent of the historical reply but with a warmer, more empathetic tone. It avoids inventing facts and provides a clear next step."
2479064,"@AppleSupport hi am having problems with battery in iPhone 5s. Battery charge percentage changes a lot, says I have 18% then 60% when plugin",@270229 Let's help take a look. How long has this been happening? Which version of iOS are you running in Settings &gt; General &gt; About?,hardware_issue,True,Physical repair,"We're sorry to hear about the battery fluctuations on your iPhone 5s. Since this appears to be a hardware issue, we recommend visiting an Apple Store or Authorized Service Provider for a professional assessment. For account-specific assistance or to schedule a repair, please send us a DM. We're here to help!",2,3,4,"The candidate reply fails to address the specific diagnostic questions asked in the historical reply (duration of issue, iOS version), which are necessary to determine if the issue is software-related or hardware-related. Jumping straight to a hardware diagnosis and repair recommendation without gathering basic information is premature and potentially unhelpful if a simple software reset or update could fix it. While the tone is professional and empathetic, the lack of diagnostic steps reduces helpfulness."
2964148,"Hey @AppleSupport my Apple Watch battery has been kinda trashy lately. Where I’d normally get a full day or more, I can rarely make it past 5PM before I’m close to dead. Is a battery covered under Apple care?","@817855 Hi. We'd be happy to work with you concerning your Apple Watch's battery. Please tell us which version of watchOS you have installed on your Apple Watch.  From the Apple Watch app on your iPhone, tap the My Watch tab, then tap: General &gt; About.",hardware_issue,True,Physical repair,"Sorry your Apple Watch battery is draining so quickly! Try restarting your watch and ensuring it’s fully charged. If the issue persists, we recommend contacting Apple Support for a diagnostic. We can help determine if your device qualifies for service under AppleCare. Please DM us for personalized assistance.",2,3,4,"The candidate reply is generic and fails to address the specific context established in the historical reply (which was already asking for the watchOS version). It suggests basic troubleshooting (restart) that is unlikely to solve a battery degradation issue and, more importantly, it deflects the user to 'contact Apple Support' or 'DM us' rather than continuing the active support conversation or answering the specific question about AppleCare coverage. It does not provide the requested information or follow up on the previous step."
1340778,"@AppleSupport hi, is there any way to revert back to macOS Sierra? I’ve had so many problems with High Sierra, I can’t use my Mac properly.",@244832 We'd be happy to assist today. Send us a DM to get started. https://t.co/GDrqU22YpT,software_bug,False,None,"We're sorry to hear about the issues with High Sierra. To revert to macOS Sierra, you can use Time Machine if you have a backup from that version. If not, you may need to reinstall Sierra from the App Store or a USB installer. For specific guidance on your Mac's compatibility and setup, please DM us or contact Apple Support directly.",3,4,4,"The candidate reply is relevant and empathetic, acknowledging the user's frustration. However, the helpfulness is moderate because it provides general technical advice (Time Machine/App Store) that may not be immediately actionable or accurate for all scenarios (e.g., App Store availability of older OS versions varies, and downgrading usually requires a clean install via USB, not just 'reinstalling'). It also repeats the instruction to DM, which was already given in the historical reply, rather than offering a more specific next step or escalation path within the current thread if possible. It is safe but could be more precise."
2058732,@AppleSupport My icloud account has been locked for security reasons. Even my Apple ID is locked. I can't receive my confirmation code.,@608890 We're happy to assist. This article can help you to unlock your account: https://t.co/HH37urdbz9 DM us with any questions. https://t.co/GDrqU22YpT,account_access,True,Account-specific investigation required to unlock Apple ID and resolve security lock.,"We're sorry to hear you're having trouble accessing your Apple ID. For security, we can't unlock accounts or share account details here. Please visit iforgot.apple.com to reset your password and regain access. If you're still unable to receive a code or need specific help, please contact Apple Support directly at support.apple.com for a secure investigation.",4,5,5,"The candidate reply is highly relevant and empathetic. It correctly identifies the security constraints (cannot unlock in DM) and provides the standard, safe next step (iforgot.apple.com). It also appropriately escalates to direct support if the self-service method fails, which is crucial for a locked account where codes aren't arriving. The tone is professional and warm."
1905819,@AppleSupport battery life has bever been this shitty on any electronic device ive ever used. Fix it quick.,@567892 We'd like to look into your battery life. Which iPhone are you using? Which iOS version are you running?,hardware_issue,False,None,"We're sorry to hear about your battery concerns. Please try restarting your device and checking for software updates. If the issue persists, we recommend visiting an Apple Store or authorized provider for a hardware check. For personalized assistance, feel free to DM us.",2,3,4,"The candidate reply is polite and empathetic, but it fails to address the specific diagnostic questions asked in the historical reply (device model and iOS version). By jumping straight to generic troubleshooting (restart/update) and escalation without gathering necessary information, it is less helpful than a response that continues the diagnostic process. It also ignores the context established by the previous agent's question."
1548538,"I’m suing @115858 for extortion 

They continually cut off features to my phone every time I don’t do one of their updates",@479380 We’d like to understand more about what you're experiencing. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT,general_inquiry,True,"The user is reporting a legal threat (extortion lawsuit) and alleging malicious behavior by a third party, which falls under safety and requires human review.","We’re sorry to hear about your frustration. Please note that Apple does not restrict core phone features based on software updates. For safety and legal concerns, we recommend contacting a legal professional. For technical support, please DM us or visit support.apple.com.",2,3,3,"The candidate reply is overly defensive and dismissive. By stating 'Apple does not restrict core phone features,' it directly contradicts the customer's specific complaint and potentially invalidates their experience, which is poor customer service. Furthermore, advising a customer who is explicitly stating they are 'suing' to 'contact a legal professional' is unhelpful and creates distance; Apple Support should focus on technical troubleshooting or escalation to legal/PR channels internally, not advising the customer to hire a lawyer. The tone is cold and bureaucratic rather than empathetic."
291437,@AppleSupport Yeah I can’t seem to get it to edit or trim?,"@185390 Check this out to see if it helps: https://t.co/ux4qCXPAw5 If not, reach out to our Photos experts: https://t.co/IBIY3vMgPj",software_bug,False,None,"Sorry to hear you're having trouble editing or trimming. Please try restarting your device and ensure your apps are up to date. If the issue persists, feel free to DM us with more details so we can assist you further. Thanks!",2,3,4,"The candidate reply is polite and empathetic but offers generic troubleshooting advice (restart, update apps) that may not address the specific 'edit or trim' issue, which often relates to file format, storage, or specific app settings. It fails to leverage the specific resources (links to Photos experts) provided in the historical context, which would have been a more direct and helpful next step. It also asks for a DM, which is less efficient than providing the direct support link already available."
1570360,Bir aydir telefonumu yapamayan #Apple musteri hizmetleriniz ne zamandir azarlayip konusmayi sonlandiriyor @AppleSupport @115858,@484276 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_inquiry,False,None,"We're sorry to hear about your frustrating experience. We're committed to helping you resolve this. Please try restarting your device and checking for software updates. If the issue persists, please DM us your contact details so our team can assist you further. We appreciate your patience.",2,2,4,"The candidate reply fails to address the core issue: the customer is complaining about poor customer service and language barriers (Turkish), not a technical glitch. Suggesting a restart is irrelevant and potentially condescending given the context of being scolded by support. Furthermore, it ignores the historical context that Twitter support is English-only and fails to provide the correct link for localized support, which was the appropriate next step established in the history."
2284455,@AppleSupport I see now it’s been changed to the “FILES” app. Thx.,@663857 No problem. Feel free to reach out if you need anything else.,general_inquiry,False,None,"Thanks for the update! We're glad you found the Files app. If you have any other questions or need further assistance, feel free to reach out. Have a great day!",5,5,5,"The candidate reply is excellent. It acknowledges the customer's update with warmth ('Thanks for the update!'), confirms the resolution ('glad you found the Files app'), and offers further assistance in a professional, concise manner. It aligns perfectly with the AppleSupport tone and addresses the customer's message directly without adding unnecessary information."
2562366,"@AppleSupport Bought Apple Watch w/cellular so I could leave phone at home, but interval apps can’t run with workout or Nike run app. What am I missing? Surely this isn’t intentional. Help?",@638484 Thanks for contacting us. We want you to enjoy your run. We'd like to get more info. Let's meet in DM and look into this together. https://t.co/GDrqU22YpT,software_bug,False,None,"We're sorry to hear about the trouble with your Apple Watch. Please ensure both your watch and iPhone are updated to the latest software versions. Also, verify that the specific app supports standalone workouts on cellular models. If the issue persists, please DM us your watch model and software version so we can assist you further.",4,5,4,"The candidate reply is highly relevant and helpful, providing specific technical troubleshooting steps (checking software updates and app compatibility) that directly address the user's issue with interval apps on a cellular Apple Watch. It appropriately escalates the conversation to DMs for further assistance if the initial steps fail. The tone is professional and empathetic, though slightly more formal than the previous historical reply, it remains consistent with Apple Support standards."
2069467,Can I get a refund for my brand new iPhone 7 that decided to just stop working after this update? Would be greatly appreciated. @115858,@612001 We want to make sure you can enjoy using your new iPhone. Send us a DM with the specifics of what you're experiencing. https://t.co/GDrqU22YpT,billing_purchase,True,Payment dispute and request for refund on a specific transaction.,I'm so sorry to hear your new iPhone stopped working. I can't process refunds directly here. Please contact Apple Support via the Apple Support app or website to review your purchase and discuss next steps. They can assist with any billing issues or device concerns. We're here to help you get back up and running!,4,5,5,"The candidate reply is highly relevant and empathetic, directly addressing the customer's distress about the device failure. It correctly identifies that refunds cannot be processed in this channel and provides the appropriate escalation path (Apple Support app/website). While it could have been slightly more helpful by suggesting a basic troubleshooting step (like a force restart) before escalating, the advice to contact support for a 'brand new' device that 'stopped working' is safe and appropriate. The tone is warm and professional."
